program,faculty,campus,duration,eng_taught,type,url
Pharmaceutical Science Advanced,Faculty of Pharmacy and Pharmaceutical Sciences,Parkville,4,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/pharmaceutical-science-advanced-p3002
Pharmacy,Faculty of Pharmacy and Pharmaceutical Sciences,Parkville,4,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/pharmacy-p3001
Pharmacy,Faculty of Pharmacy and Pharmaceutical Sciences,Parkville,5,TRUE,本硕连读,https://www.monash.edu/study/courses/find-a-course/pharmacy-p6001
Physiotherapy,"Faculty of Medicine, Nursing and Health Sciences",Peninsula,4,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/physiotherapy-m3002
"Politics, Philosophy and Economics",Faculty of Arts,主校区,3,TRUE,交叉学科（单学位）,https://www.monash.edu/study/courses/find-a-course/politics-philosophy-and-economics-a2010
"Politics, Philosophy and Economics and Arts",Faculty of Arts,主校区,4,TRUE,双学位,https://www.monash.edu/study/courses/find-a-course/politics-philosophy-and-economics-and-arts-a2013
Psychology,"Faculty of Medicine, Nursing and Health Sciences",主校区,3,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/psychology-m2018
Psychology,"Faculty of Medicine, Nursing and Health Sciences",主校区,1,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/psychology-m3708
Psychology and Arts,"Faculty of Medicine, Nursing and Health Sciences + Faculty of Arts",主校区,4,TRUE,双学位,https://www.monash.edu/study/courses/find-a-course/psychology-and-arts-m2019
Psychology and Commerce,"Faculty of Medicine, Nursing and Health Sciences + Faculty of Business and Economics",主校区,4,TRUE,双学位,https://www.monash.edu/study/courses/find-a-course/psychology-and-commerce-m2020
Psychology and Science,"Faculty of Medicine, Nursing and Health Sciences + Faculty of Science",主校区,4,TRUE,双学位,https://www.monash.edu/study/courses/find-a-course/psychology-and-science-m2021
Public Health,"Faculty of Medicine, Nursing and Health Sciences",主校区,3,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/public-health-m2012
Radiography and Medical Imaging,"Faculty of Medicine, Nursing and Health Sciences",主校区,4,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/radiography-and-medical-imaging-m3006
Science (Domestic students),Monash College,Docklands,1,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/science-2637
Science - Education (Domestic students),Monash College,Docklands,1,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/science-education-2646
Science,Faculty of Science,主校区+Malaysia,3,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/science-s2000
Science,Faculty of Science,主校区,1,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/science-s3701
Science (International students),Monash College,Docklands,1.5,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/science-u0606
Science Advanced - Global Challenges,Faculty of Science,主校区,4,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/science-advanced-global-challenges-s3001
Science Advanced - Research,Faculty of Science,主校区,4,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/science-advanced-research-s3002
Science and Arts,Faculty of Science + Faculty of Arts,主校区,4,TRUE,双学位,https://www.monash.edu/study/courses/find-a-course/science-and-arts-s2006
Science and Biomedical Science,"Faculty of Science + Faculty of Medicine, Nursing and Health Sciences",主校区,4,TRUE,双学位,https://www.monash.edu/study/courses/find-a-course/science-and-biomedical-science-s2007
Science and Computer Science,Faculty of Science + Faculty of Information Technology,主校区,4,TRUE,双学位,https://www.monash.edu/study/courses/find-a-course/science-and-computer-science-s2004
Science and Global Studies,Faculty of Science + Faculty of Arts,主校区,4,TRUE,双学位,https://www.monash.edu/study/courses/find-a-course/science-and-global-studies-s2003
Science and Music,Faculty of Science + Faculty of Arts,主校区,4,TRUE,双学位,https://www.monash.edu/study/courses/find-a-course/science-and-music-s2005
Speech Pathology,"Faculty of Medicine, Nursing and Health Sciences",Peninsula,4,TRUE,单学位,https://www.monash.edu/study/courses/find-a-course/speech-pathology-m3008
