program,faculty,campus,duration,eng_taught,type,url
Bachelor of Advanced Computing and Bachelor of Science,Faculty of Engineering,主校区,5,TRUE,双学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-advanced-computing-and-bachelor-of-science.html
Bachelor of Advanced Computing and Bachelor of Commerce,Faculty of Engineering,主校区,5,TRUE,双学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-advanced-computing-and-bachelor-of-commerce.html
Bachelor of Engineering Honours and Bachelor of Science,Faculty of Engineering,主校区,5,TRUE,双学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-and-bachelor-of-science.html
Bachelor of Science and Master of Nutrition and Dietetics,Faculty of Medicine and Health,主校区,5,TRUE,本硕连读,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-master-of-nutrition-and-dietetics.html
Bachelor of Arts and Bachelor of Social Work,"Faculty of Arts and Social Sciences",主校区,5,TRUE,双学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-and-bachelor-of-social-work.html
Bachelor of Design in Architecture (Honours) and Master of Architecture,"Sydney School of Architecture, Design and Planning",主校区,5,TRUE,本硕连读,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-design-in-architecture-honours-and-master-of-architecture.html
Bachelor of Engineering Honours and Bachelor of Arts,Faculty of Engineering,主校区,5.5,TRUE,双学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-and-bachelor-of-arts1.html
Bachelor of Engineering Honours and Bachelor of Commerce,Faculty of Engineering,主校区,5.5,TRUE,双学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-and-bachelor-of-commerce1.html
Bachelor of Veterinary Biology and Doctor of Veterinary Medicine,Faculty of Science,主校区+Camden Campus (Veterinary Science),6,TRUE,本硕连读,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-veterinary-biology-and-doctor-of-veterinary-medicine0.html
"Bachelor of Pharmacy and Management (Honours) and Master of Pharmacy Practice",Faculty of Medicine and Health,主校区,6,TRUE,本硕连读,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-pharmacy-and-management-honours-and-master-of-pharmacy-practice.html
Bachelor of Engineering Honours and Bachelor of Laws,Faculty of Engineering,主校区,6.5,TRUE,双学位,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-engineering-honours-and-bachelor-of-laws.html
Bachelor of Arts and Doctor of Medicine,Faculty of Medicine and Health,主校区,7,TRUE,本硕连读,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-and-doctor-of-medicine.html
Bachelor of Science and Doctor of Medicine,Faculty of Medicine and Health,主校区,7,TRUE,本硕连读,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-science-and-doctor-of-medicine.html
"Bachelor of Arts (Dual Degree: Sciences Po, France)",Faculty of Arts and Social Sciences,主校区+Sciences Po (Le Havre),2+2,TRUE,联合培养,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-dual-degree-sciences-po-france0.html
"Bachelor of Arts (Dual Degree: Sciences Po, France)",Faculty of Arts and Social Sciences,主校区+Sciences Po (Menton),2+2,TRUE,联合培养,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-dual-degree-sciences-po-france0.html
"Bachelor of Arts (Dual Degree: Sciences Po, France)","Faculty of Arts and Social Sciences",主校区+Sciences Po (Reims),2+2,TRUE,联合培养,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-arts-dual-degree-sciences-po-france0.html
"Bachelor of Economics (Dual Degree: Sciences Po, France)",University of Sydney Business School,主校区+France - Sciences Po (Le Havre),2+2,TRUE,联合培养,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-economics-dual-degree-sciences-po-france0.html
"Bachelor of Economics (Dual Degree: Sciences Po, France)",University of Sydney Business School,主校区+France - Sciences Po (Menton),2+2,TRUE,联合培养,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-economics-dual-degree-sciences-po-france0.html
"Bachelor of Economics (Dual Degree: Sciences Po, France)",University of Sydney Business School,主校区+France - Sciences Po (Reims),2+2,TRUE,联合培养,https://www.sydney.edu.au/courses/courses/uc/bachelor-of-economics-dual-degree-sciences-po-france0.html
