program,faculty,campus,duration,eng_taught,type,url
Bachelor of Teaching (Early Childhood Education) (Honours),"College of Education, Behavioural and Social Sciences",主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-teaching-early-childhood-education-honours
Bachelor of Teaching (Primary) (Honours),"College of Education, Behavioural and Social Sciences",主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-teaching-primary-honours
Bachelor of Teaching (Secondary) (Honours),"College of Education, Behavioural and Social Sciences",主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-teaching-secondary-honours
Bachelor of Psychology,"College of Education, Behavioural and Social Sciences",主校区,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-psychology
Bachelor of Social Work,"College of Education, Behavioural and Social Sciences",主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-social-work
Bachelor of Criminology and Criminal Justice,College of Business and Law,主校区,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-criminology-and-criminal-justice
Bachelor of Criminology and Criminal Justice,College of Business and Law,Online,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-criminology-and-criminal-justice
Bachelor of Laws (Honours),College of Business and Law,主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours
"Bachelor of Laws (Honours), Bachelor of Arts","College of Business and Law+College of Creative Arts, Design and Humanities",主校区,5,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-arts
"Bachelor of Laws (Honours), Bachelor of Business",College of Business and Law,主校区,5,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-business
"Bachelor of Laws (Honours), Bachelor of Commerce",College of Business and Law,主校区,5,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-commerce
"Bachelor of Laws (Honours), Bachelor of Criminology and Criminal Justice",College of Business and Law,主校区,5,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-criminology-and-criminal-justice
"Bachelor of Laws (Honours), Bachelor of Economics",College of Business and Law,主校区,5,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-economics
"Bachelor of Laws (Honours), Bachelor of Economics (Honours)",College of Business and Law,主校区,5,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-economics-honours
"Bachelor of Laws (Honours), Bachelor of International Relations","College of Business and Law+College of Education, Behavioural and Social Sciences",主校区,5,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-international-relations
"Bachelor of Laws (Honours), Bachelor of Journalism","College of Business and Law+College of Creative Arts, Design and Humanities",主校区,5,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-journalism
"Bachelor of Laws (Honours), Bachelor of Psychology","College of Business and Law+College of Education, Behavioural and Social Sciences",主校区,5,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-psychology
"Bachelor of Laws (Honours), Bachelor of Sustainability and Climate Change",College of Business and Law+College of Science,主校区,5,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-laws-honours-bachelor-of-sustainability-and-climate-change
"Bachelor of Psychology, Bachelor of Criminology and Criminal Justice","College of Education, Behavioural and Social Sciences+College of Business and Law",主校区,4,TRUE,双学位,https://adelaide.edu.au/study/degrees/bachelor-of-psychology-bachelor-of-criminology-and-criminal-justice
Bachelor of Agricultural Sciences,College of Science,Roseworthy,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-agricultural-sciences
Bachelor of Science (Veterinary Bioscience),College of Science,Roseworthy,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-science-veterinary-bioscience
Bachelor of Veterinary Technology,College of Science,Roseworthy,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-veterinary-technology
Bachelor of Viticulture and Oenology,College of Science,Waite,3,TRUE,交叉学科（单学位）,https://adelaide.edu.au/study/degrees/bachelor-of-viticulture-and-oenology
Bachelor of Science,College of Science,主校区,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-science
Bachelor of Biotechnology,College of Science,主校区,3,TRUE,交叉学科（单学位）,https://adelaide.edu.au/study/degrees/bachelor-of-biotechnology
Bachelor of Environmental Science,College of Science,主校区,3,TRUE,交叉学科（单学位）,https://adelaide.edu.au/study/degrees/bachelor-of-environmental-science
Bachelor of Mathematical Sciences,College of Science,主校区,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-mathematical-sciences
Bachelor of Sustainability and Climate Change,College of Science,主校区,3,TRUE,交叉学科（单学位）,https://adelaide.edu.au/study/degrees/bachelor-of-sustainability-and-climate-change
Bachelor of Biomedical and Health Sciences,College of Health,主校区,3,TRUE,交叉学科（单学位）,https://adelaide.edu.au/study/degrees/bachelor-of-biomedical-and-health-sciences
Bachelor of Clinical Exercise Physiology (Honours),College of Health,主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-clinical-exercise-physiology-honours
Bachelor of Dental Surgery,College of Health,主校区,5,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-dental-surgery
Bachelor of Exercise and Sport Science,College of Health,主校区,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-exercise-and-sport-science
Bachelor of Health Science (Nutrition and Exercise),College of Health,Online,3,TRUE,交叉学科（单学位）,https://adelaide.edu.au/study/degrees/bachelor-of-health-science-nutrition-and-exercise
Bachelor of Human Nutrition,College of Health,主校区,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-human-nutrition
Bachelor of Laboratory Medicine (Honours),College of Health,主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-laboratory-medicine-honours
Bachelor of Medical Radiation Science (Honours),College of Health,主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-medical-radiation-science-honours
Bachelor of Medical Studies,College of Health,主校区,3,TRUE,本硕连读,https://adelaide.edu.au/study/degrees/bachelor-of-medical-studies
Bachelor of Midwifery,College of Health,主校区+Online,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-midwifery
Bachelor of Nursing,College of Health,主校区+Online,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-nursing
Bachelor of Occupational Therapy (Honours),College of Health,主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-occupational-therapy-honours
Bachelor of Oral Health,College of Health,主校区,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-oral-health
Bachelor of Pharmaceutical Science,College of Health,主校区,3,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-pharmaceutical-science
Bachelor of Pharmacy (Honours),College of Health,主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-pharmacy-honours
Bachelor of Physiotherapy (Honours),College of Health,主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-physiotherapy-honours
Bachelor of Podiatry (Honours),College of Health,主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-podiatry-honours
Bachelor of Speech Pathology (Honours),College of Health,主校区,4,TRUE,单学位,https://adelaide.edu.au/study/degrees/bachelor-of-speech-pathology-honours
