program,faculty,campus,duration,eng_taught,type,url
Philosophy,School of Humanities (SOH),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-philosophy
"Philosophy, Politics, and Economics",School of Social Sciences (SSS)+School of Humanities (SOH),主校区,4,TRUE,交叉学科（单学位）,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-social-science-in-philosophy-politics-and-economics
Psychology,School of Social Sciences (SSS),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-social-sciences-in-psychology-%28honours%29
Public Policy and Global Affairs,School of Social Sciences (SSS),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-social-sciences-in-public-policy-and-global-affairs-%28honours%29
Robotics,School of Mechanical and Aerospace Engineering (MAE),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-engineering-in-robotics
Sociology,School of Social Sciences (SSS),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-social-sciences-in-sociology-%28honours%29
Sport Science and Management,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-sport-science-management
Biological Sciences and Psychology,School of Biological Sciences (SBS)+School of Social Sciences (SSS),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-biological-sciences-and-psychology
Biomedical Sciences and BioBusiness,School of Biological Sciences (SBS)+Nanyang Business School (NBS),主校区,4,TRUE,交叉学科（单学位）,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-biomedical-sciences-and-biobusiness
Chinese and English,School of Humanities (SOH),主校区,4,FALSE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---chinese-and-english
Chinese and Linguistics and Multilingual Studies,School of Humanities (SOH),主校区,4,FALSE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---chinese-and-linguistics-and-multilingual-studies
Economics and Media Analytics,School of Social Sciences (SSS)+Wee Kim Wee School of Communication and Information (WKWSCI),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-social-sciences-%28hons%29-in-double-major---economics-and-media-analytics
Economics and Psychology,School of Social Sciences (SSS),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-social-sciences-%28hons%29-in-double-major---economics-and-psychology
Economics and Public Policy and Global Affairs,School of Social Sciences (SSS),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-social-sciences-%28hons%29-in-double-major---economics-and-public-policy-global-affairs
English and History,School of Humanities (SOH),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---english-and-history
English and Philosophy,School of Humanities (SOH),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---english-and-philosophy
English Literature and Art History,School of Humanities (SOH),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---english-literature-and-art-history
Environmental Earth Systems Science and Public Policy and Global Affairs,The Asian School of the Environment (ASE)+School of Social Sciences (SSS),主校区,4,TRUE,交叉学科（单学位）,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-environmental-earth-systems-science-and-public-policy-and-global-affairs
History and Chinese,School of Humanities (SOH),主校区,4,FALSE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---history-and-chinese
History and Linguistics and Multilingual Studies,School of Humanities (SOH),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---history-and-linguistics-and-multilingual-studies
Linguistics and Multilingual Studies and English,School of Humanities (SOH),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---linguistics-and-multilingual-studies-and-english
Linguistics and Multilingual Studies and Philosophy,School of Humanities (SOH),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---linguistics-and-multilingual-studies-and-philosophy
Mathematical and Computer Sciences,School of Physical and Mathematical Sciences (SPMS)+College of Computing and Data Science (CCDS),主校区,4,TRUE,交叉学科（单学位）,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-mathematical-and-computer-sciences
Mathematical Sciences and Economics,School of Physical and Mathematical Sciences (SPMS)+School of Social Sciences (SSS),主校区,4,TRUE,交叉学科（单学位）,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-mathematical-sciences-and-economics
Philosophy and Chinese,School of Humanities (SOH),主校区,4,FALSE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---philosophy-and-chinese
Philosophy and History,School of Humanities (SOH),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---philosophy-and-history
Physics and Mathematical Sciences,School of Physical and Mathematical Sciences (SPMS),主校区,4,TRUE,交叉学科（单学位）,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-physics-and-mathematical-sciences
Process Engineering and Synthetic Chemistry,"School of Chemistry, Chemical Engineering and Biotechnology (CCEB)",主校区,4,TRUE,交叉学科（单学位）,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-engineering-science-with-double-majors-in-process-engineering-and-synthetic-chemistry
Psychology and Media Analytics,School of Social Sciences (SSS)+Wee Kim Wee School of Communication and Information (WKWSCI),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-social-sciences-%28hons%29-in-double-major---psychology-and-media-analytics
Psychology and Linguistics and Multilingual Studies,School of Social Sciences (SSS)+School of Humanities (SOH),主校区,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-%28hons%29-in-double-major---psychology-and-linguistics-and-multilingual-studies
Art and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-art-and-education
Chinese Studies and Education,National Institute of Education (NIE),NIE Campus,4,FALSE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-chinese-studies-and-education
Drama and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-drama-and-education
English Language & Linguistics and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-english-language-linguistics-and-education
English Literature and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-english-literature-and-education
Geography and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-geography-and-education
History and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-history-and-education
Malay Studies and Education,National Institute of Education (NIE),NIE Campus,4,FALSE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-malay-studies-and-education
Music and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-music-and-education
Tamil Studies and Education,National Institute of Education (NIE),NIE Campus,4,FALSE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-arts-in-tamil-studies-and-education
Biology and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-biology-and-education
Chemistry and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-chemistry-and-education
Food & Consumer Sciences and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-food-consumer-sciences-and-education
Mathematics & Computational Thinking and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-mathematics-computational-thinking-and-education
Sport Science and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-sport-science-and-education
Physics & Energy Studies and Education,National Institute of Education (NIE),NIE Campus,4,TRUE,单学位,https://www.ntu.edu.sg/education/undergraduate-programme/bachelor-of-science-in-physics-energy-studies-and-education
Accountancy and Business,Nanyang Business School (NBS),主校区,4,TRUE,双学位,https://www.ntu.edu.sg/education/undergraduate-programme/double-degree-in-accountancy-business
Accountancy and Data Science and Artificial Intelligence,Nanyang Business School (NBS)+College of Computing and Data Science (CCDS),主校区,4.5,TRUE,双学位,https://www.ntu.edu.sg/education/undergraduate-programme/double-degree-in-accountancy-and-science
Business and Computing,Nanyang Business School (NBS)+College of Computing and Data Science (CCDS),主校区,4,TRUE,双学位,https://www.ntu.edu.sg/education/undergraduate-programme/double-degree-in-computer-science-and-business
Business and Computer Engineering,Nanyang Business School (NBS)+College of Computing and Data Science (CCDS),主校区,4,TRUE,双学位,https://www.ntu.edu.sg/education/undergraduate-programme/double-degree-in-computer-engineering-and-business
Computer Science and Economics,College of Computing and Data Science (CCDS)+School of Social Sciences (SSS),主校区,5,TRUE,双学位,https://www.ntu.edu.sg/education/undergraduate-programme/double-degree-in-computer-science-and-economics
Engineering+ and Economics,College of Engineering (CoE)+School of Social Sciences (SSS),主校区,5,TRUE,双学位,https://www.ntu.edu.sg/education/degree-programmes
Renaissance Engineering Programme,College of Engineering (CoE)+NTU Honours College,主校区,4.5,TRUE,本硕连读,https://www.ntu.edu.sg/education/undergraduate-programme/renaissance-engineering-programme-%28rep%29
