program,faculty,campus,duration,eng_taught,type,url
Bachelor of Human Sciences and Master of Biomedical Science,School of Human Sciences+School of Biomedical Sciences,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-human-sciences-and-master-of-biomedical-science
Bachelor of Agribusiness and Master of Agricultural Economics,UWA School of Agriculture and Environment,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-agribusiness-and-master-of-agricultural-economics
Bachelor of Human Sciences and Master of Bioinformatics,School of Human Sciences+School of Molecular Sciences,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-human-sciences-and-master-of-bioinformatics
Bachelor of Biological Science and Master of Biological Science,School of Biological Sciences,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-biological-science-and-master-of-biological-science
Bachelor of Molecular Sciences and Master of Bioinformatics,School of Molecular Sciences,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-molecular-sciences-and-master-of-bioinformatics
Automation and Robotics Engineering,School of Engineering,主校区,4,TRUE,单学位,https://www.uwa.edu.au/study/courses/automation-and-robotics-engineering
Bachelor of Molecular Sciences and Master of Biomedical Science,School of Molecular Sciences+School of Biomedical Sciences,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-molecular-sciences-and-master-of-biomedical-science
Bachelor of Environmental Science and Master of Environmental Science,UWA School of Agriculture and Environment,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-environmental-science-and-master-of-environmental-science
Bachelor of Sport and Exercise Sciences and Master of Public Health,School of Human Sciences+School of Population and Global Health,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-sport-and-exercise-sciences-and-master-of-public-health
Bachelor of Agricultural Science and Master of Agricultural Science,UWA School of Agriculture and Environment,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-agricultural-science-and-master-of-agricultural-science
Bachelor of Geographical and Spatial Science and Master of Environmental Science,UWA School of Agriculture and Environment,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-geographical-and-spatial-science-and-master-of-environmental-science
Environmental Engineering,School of Engineering,主校区,4,TRUE,单学位,https://www.uwa.edu.au/study/courses/environmental-engineering
Bachelor of Human Sciences (Pharmaceutical Health) and Doctor of Pharmacy,School of Allied Health,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-human-sciences-pharmaceutical-health-and-doctor-of-pharmacy
Electrical and Electronic Engineering,School of Engineering,主校区,4,TRUE,单学位,https://www.uwa.edu.au/study/courses/electrical-and-electronic-engineering
Bachelor of Sport and Exercise Sciences & Master of Applied Human Performance Science,School of Human Sciences,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-sport--exercise-sciences--master-of-sport-science-human-performance
Bachelor of Sport and Exercise Sciences and Master of Clinical Exercise Physiology,School of Human Sciences,主校区,4,TRUE,本硕连读,https://www.uwa.edu.au/study/courses/bachelor-of-sport-and-exercise-sciences-and-master-of-clinical-exercise-physiology
